id	lifeForm	habitat
1064		
1065		
1066	{"lifeForm":["Árvore"],"habitat":["Terrícola"]}	
1068	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Estacional Perenifólia","Floresta Estacional Semidecidual","Floresta Ombrófila (= Floresta Pluvial)"]}	
1069	{"lifeForm":["Árvore"],"habitat":["Terrícola"]}	
1070	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Estacional Semidecidual","Floresta Ombrófila (= Floresta Pluvial)"]}	
1071	{"lifeForm":["Árvore"],"habitat":["Terrícola"]}	
1072		
1073		
1074	{"lifeForm":["Árvore"],"habitat":["Terrícola"]}	
1075	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta de Várzea","Floresta Ombrófila (= Floresta Pluvial)"]}	
1076	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Ombrófila (= Floresta Pluvial)"]}	
1077		
1078		
1079		
1080		
1081	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta Ciliar ou Galeria","Floresta de Terra Firme","Floresta Estacional Semidecidual","Floresta Ombrófila (= Floresta Pluvial)"]}	
1082	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta Ciliar ou Galeria","Floresta de Terra Firme","Floresta Ombrófila (= Floresta Pluvial)"]}	
1083	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Cerrado (lato sensu)","Floresta Ciliar ou Galeria","Floresta de Terra Firme","Floresta Estacional Decidual","Floresta Estacional Semidecidual","Floresta Ombrófila (= Floresta Pluvial)","Floresta Ombrófila Mista"]}	
1089		
1090		
1091		
1092	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Igapó","Floresta de Terra Firme","Floresta de Várzea","Floresta Ombrófila (= Floresta Pluvial)"]}	
1093		
1094		
1095		
1096		
1097		
1098	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Ombrófila (= Floresta Pluvial)"]}	
1099		
1100	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Ombrófila (= Floresta Pluvial)"]}	
1101		
1102		
1104	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Estacional Semidecidual","Floresta Ombrófila (= Floresta Pluvial)","Floresta Ombrófila Mista","Restinga"]}	
1107	{"lifeForm":["Arbusto","Árvore"],"habitat":["Terrícola"],"vegetationType":["Cerrado (lato sensu)"]}	
1108	{"lifeForm":["Arbusto","Árvore"],"habitat":["Terrícola"],"vegetationType":["Cerrado (lato sensu)","Floresta de Terra Firme","Floresta Estacional Decidual","Floresta Estacional Semidecidual","Floresta Ombrófila (= Floresta Pluvial)","Floresta Ombrófila Mista","Restinga"]}	
1111		
1114	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Carrasco","Cerrado (lato sensu)","Floresta Ombrófila (= Floresta Pluvial)"]}	
1115		
1116	{"lifeForm":["Arbusto"],"habitat":["Terrícola"],"vegetationType":["Caatinga (stricto sensu)","Carrasco"]}	
1117		
1118	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Estacional Perenifólia","Floresta Ombrófila (= Floresta Pluvial)"]}	
1120		
1121		
1122		
1123		
1124	{"lifeForm":["Arbusto","Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta Ombrófila Mista"]}	
1125		
1126		
1127		
1128		
1129		
1130		
1131		
1132		
1133	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Estacional Semidecidual","Floresta Ombrófila (= Floresta Pluvial)","Restinga"]}	
1134	{"lifeForm":["Árvore"],"habitat":["Terrícola"]}	
1135	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta Estacional Semidecidual","Floresta Ombrófila (= Floresta Pluvial)","Restinga"]}	
1136	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Ombrófila (= Floresta Pluvial)"]}	
1137		
1138		
1139	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta Ombrófila (= Floresta Pluvial)"]}	
1141		
1142		
1143		
1144		
1145		
1146		
1147	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Ombrófila (= Floresta Pluvial)"]}	
1148		
1149		
1150	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Ombrófila (= Floresta Pluvial)"]}	
1151		
1152	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Carrasco","Floresta Ciliar ou Galeria","Floresta Estacional Decidual","Floresta Estacional Semidecidual","Floresta Ombrófila (= Floresta Pluvial)","Floresta Ombrófila Mista"]}	
1153		
1154		
1155		
1156		
1157		
1158		
1159		
1160		
1161	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta Ombrófila (= Floresta Pluvial)"]}	
1162	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Área Antrópica","Cerrado (lato sensu)","Floresta Ciliar ou Galeria","Floresta de Terra Firme","Floresta Estacional Perenifólia","Floresta Estacional Semidecidual","Floresta Ombrófila (= Floresta Pluvial)","Restinga"]}	
1163		
1164		
1165		
1166		
1167		
1168		
1169	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Cerrado (lato sensu)","Floresta Ciliar ou Galeria","Floresta de Terra Firme","Floresta Estacional Perenifólia","Floresta Estacional Semidecidual","Floresta Ombrófila (= Floresta Pluvial)"]}	
1171	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Ombrófila (= Floresta Pluvial)"]}	
1173	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Cerrado (lato sensu)","Floresta Ciliar ou Galeria","Floresta Estacional Semidecidual"]}	
1174	{"lifeForm":["Arbusto","Árvore"],"habitat":["Terrícola"],"vegetationType":["Cerrado (lato sensu)","Floresta Estacional Decidual"]}	
1175	{"lifeForm":["Arbusto","Árvore"],"habitat":["Terrícola"],"vegetationType":["Cerrado (lato sensu)","Floresta Estacional Decidual","Floresta Estacional Semidecidual"]}	
1176	{"lifeForm":["Arbusto","Árvore"],"habitat":["Terrícola"]}	
1177		
1178		
1179		
1180		
1181	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Estacional Perenifólia","Floresta Ombrófila (= Floresta Pluvial)"]}	
1182	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Caatinga (stricto sensu)","Campo rupestre","Carrasco","Cerrado (lato sensu)"]}	
1183		
1184	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Cerrado (lato sensu)","Floresta Estacional Semidecidual"]}	
1185		
1186	{"lifeForm":["Arbusto","Árvore"],"habitat":["Terrícola"],"vegetationType":["Carrasco","Floresta Estacional Semidecidual","Floresta Ombrófila (= Floresta Pluvial)","Restinga"]}	
1187		
1188		
1189		
1190		
1192		
1197		
1199		
1200		
1201		
1202		
1219		
1220		
1224		
1227		
1228		
1231		
1232		
1233		
1235		
1236		
1299		
1300		
1301	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta Estacional Semidecidual","Floresta Ombrófila (= Floresta Pluvial)","Floresta Ombrófila Mista","Restinga"]}	
1302		
1303		
1304		
1305		
1306		
1307	{"lifeForm":["Arbusto","Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Ombrófila (= Floresta Pluvial)"]}	
1314		
1315	{"lifeForm":["Arbusto","Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme"]}	
1316		
1317		
1318		
1319		
1320		
1321		
1323		
1324		
1325		
1326		
1327		
1328		
1329		
1330		
1331		
1333		
1334	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Ombrófila (= Floresta Pluvial)","Restinga"]}	
1335		
1336		
1337		
1340		
1341	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta Estacional Semidecidual"]}	
1342	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Caatinga (stricto sensu)","Cerrado (lato sensu)","Floresta Ombrófila (= Floresta Pluvial)"]}	
1343		
1344	{"lifeForm":["Arbusto","Árvore"],"habitat":["Terrícola"],"vegetationType":["Cerrado (lato sensu)","Floresta Ombrófila (= Floresta Pluvial)","Restinga"]}	
1345		
1346	{"lifeForm":["Arbusto"],"habitat":["Terrícola"],"vegetationType":["Campo Limpo","Cerrado (lato sensu)"]}	
1347		
1348		
1349	{"lifeForm":["Arbusto","Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Ombrófila (= Floresta Pluvial)"]}	
1350		
1351		
1352	{"lifeForm":["Arbusto","Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Ombrófila (= Floresta Pluvial)"]}	
1354		
1355		
1356		
1357	{"lifeForm":["Arbusto","Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta Ombrófila (= Floresta Pluvial)","Restinga"]}	
1358	{"lifeForm":["Subarbusto"],"habitat":["Terrícola"],"vegetationType":["Campo Limpo","Cerrado (lato sensu)"]}	
1359		
1360		
1361	{"lifeForm":["Arbusto"],"habitat":["Terrícola"],"vegetationType":["Cerrado (lato sensu)","Restinga"]}	
1362		
1363	{"lifeForm":["Arbusto"],"habitat":["Terrícola"],"vegetationType":["Vegetação Sobre Afloramentos Rochosos"]}	
1365		
1366		
1367	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Igapó","Floresta de Várzea","Floresta Ombrófila (= Floresta Pluvial)"]}	
1368	{"lifeForm":["Arbusto","Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Igapó","Floresta de Terra Firme","Floresta de Várzea","Floresta Ombrófila (= Floresta Pluvial)"]}	
1369	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme"]}	
1370	{"lifeForm":["Arbusto","Árvore"],"habitat":["Terrícola"],"vegetationType":["Campo Limpo","Cerrado (lato sensu)","Floresta Ciliar ou Galeria"]}	
1371	{"lifeForm":["Arbusto","Árvore"],"habitat":["Terrícola"],"vegetationType":["Floresta de Terra Firme","Floresta Ombrófila (= Floresta Pluvial)"]}	
1372	{"lifeForm":["Arbusto"],"habitat":["Terrícola"]}	
1374	{"lifeForm":["Arbusto","Subarbusto"],"habitat":["Terrícola"],"vegetationType":["Campo Limpo","Cerrado (lato sensu)"]}	
1375	{"lifeForm":["Arbusto"],"habitat":["Terrícola"],"vegetationType":["Campo Limpo","Cerrado (lato sensu)"]}	
1376	{"lifeForm":["Arbusto"],"habitat":["Terrícola"],"vegetationType":["Floresta Ombrófila (= Floresta Pluvial)"]}	
1377	{"lifeForm":["Subarbusto"],"habitat":["Terrícola"],"vegetationType":["Campo Limpo","Cerrado (lato sensu)"]}	
1378	{"lifeForm":["Arbusto"],"habitat":["Terrícola"],"vegetationType":["Cerrado (lato sensu)","Restinga"]}	
1379	{"lifeForm":["Subarbusto"],"habitat":["Terrícola"],"vegetationType":["Campo Limpo","Cerrado (lato sensu)"]}	
1380		
1381	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Cerrado (lato sensu)","Floresta Ciliar ou Galeria","Floresta de Terra Firme","Floresta Estacional Perenifólia","Floresta Estacional Semidecidual","Floresta Ombrófila (= Floresta Pluvial)","Restinga"]}	
1382		
1383		
1384		
1390		
1391		
1394	{"lifeForm":["Árvore"],"habitat":["Terrícola"],"vegetationType":["Cerrado (lato sensu)","Floresta Ciliar ou Galeria"]}	
1395		
1397		
1407		
1408		
1409		
1410		
1411	{"lifeForm":["Subarbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Campo rupestre"]}	
1412	{"lifeForm":["Subarbusto","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Campo rupestre","Cerrado (lato sensu)"]}	
1415	{"lifeForm":["Arbusto","Subarbusto","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Caatinga (stricto sensu)","Carrasco"]}	
1416	{"lifeForm":["Arbusto","Subarbusto","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Caatinga (stricto sensu)","Carrasco","Vegetação Sobre Afloramentos Rochosos"]}	
1417		
1418	{"lifeForm":["Subarbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Campo rupestre"]}	
1419	{"lifeForm":["Subarbusto","Suculenta"],"habitat":["Rupícola","Terrícola"]}	
1420	{"lifeForm":["Arbusto","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Campo rupestre"]}	
1421	{"lifeForm":["Subarbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Campo rupestre"]}	
1422	{"lifeForm":["Subarbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Campo rupestre"]}	
1423	{"lifeForm":["Arbusto","Subarbusto","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Campo rupestre","Carrasco"]}	
1424	{"lifeForm":["Subarbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Carrasco","Cerrado (lato sensu)","Vegetação Sobre Afloramentos Rochosos"]}	
1425		
1426		
1427	{"lifeForm":["Arbusto","Subarbusto","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Campo rupestre","Cerrado (lato sensu)"]}	
1428	{"lifeForm":["Arbusto","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Caatinga (stricto sensu)","Carrasco","Floresta Estacional Semidecidual","Vegetação Sobre Afloramentos Rochosos"]}	
1429		
1430	{"lifeForm":["Arbusto","Árvore","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Floresta Estacional Decidual","Floresta Estacional Semidecidual","Floresta Ombrófila (= Floresta Pluvial)","Floresta Ombrófila Mista","Restinga","Vegetação Sobre Afloramentos Rochosos"]}	
1431		
1432		
1433		
1434		
1435	{"lifeForm":["Arbusto","Liana/volúvel/trepadeira","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Cerrado (lato sensu)"]}	
1436	{"lifeForm":["Arbusto","Liana/volúvel/trepadeira","Suculenta"],"habitat":["Terrícola"],"vegetationType":["Caatinga (stricto sensu)","Carrasco"]}	
1437		
1438	{"lifeForm":["Arbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Floresta Estacional Semidecidual","Vegetação Sobre Afloramentos Rochosos"]}	
1439		
1440		
1441		
1442		
1443	{"lifeForm":["Arbusto","Árvore","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Savana Amazônica","Vegetação Sobre Afloramentos Rochosos"]}	
1444	{"lifeForm":["Arbusto","Árvore","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Floresta Estacional Decidual","Floresta Estacional Semidecidual","Vegetação Sobre Afloramentos Rochosos"]}	
1445	{"lifeForm":["Arbusto","Árvore","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Floresta Estacional Decidual","Floresta Estacional Semidecidual","Vegetação Sobre Afloramentos Rochosos"]}	
1446	{"lifeForm":["Arbusto","Árvore"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Restinga","Vegetação Sobre Afloramentos Rochosos"]}	
1447	{"lifeForm":["Árvore","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Área Antrópica","Caatinga (stricto sensu)","Campo rupestre","Carrasco","Vegetação Sobre Afloramentos Rochosos"]}	
1449	{"lifeForm":["Árvore","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Caatinga (stricto sensu)","Carrasco","Floresta Estacional Decidual","Vegetação Sobre Afloramentos Rochosos"]}	
1450	{"lifeForm":["Arbusto","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Floresta Estacional Decidual","Vegetação Sobre Afloramentos Rochosos"]}	
1451		
1452		
1453		
1454		
1455	{"lifeForm":["Arbusto","Liana/volúvel/trepadeira","Suculenta"],"habitat":["Terrícola"],"vegetationType":["Caatinga (stricto sensu)","Carrasco","Cerrado (lato sensu)"]}	
1456		
1457		
1458	{"lifeForm":["Arbusto","Árvore","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Cerrado (lato sensu)","Vegetação Sobre Afloramentos Rochosos"]}	
1459		
1460	{"lifeForm":["Arbusto","Suculenta"],"habitat":["Terrícola"],"vegetationType":["Cerrado (lato sensu)","Vegetação Sobre Afloramentos Rochosos"]}	
1461		
1462		
1463	{"lifeForm":["Arbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Campo rupestre","Vegetação Sobre Afloramentos Rochosos"]}	
1464	{"lifeForm":["Arbusto","Suculenta"],"habitat":["Terrícola"],"vegetationType":["Campo rupestre","Carrasco","Floresta Estacional Semidecidual"]}	
1465	{"lifeForm":["Arbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Campo rupestre","Vegetação Sobre Afloramentos Rochosos"]}	
1466	{"lifeForm":["Arbusto"],"habitat":["Rupícola"],"vegetationType":["Campo rupestre","Vegetação Sobre Afloramentos Rochosos"]}	
1467	{"lifeForm":["Arbusto"],"habitat":["Rupícola"],"vegetationType":["Campo rupestre"]}	
1468	{"lifeForm":["Arbusto"],"habitat":["Rupícola"],"vegetationType":["Campo rupestre","Vegetação Sobre Afloramentos Rochosos"]}	
1469	{"lifeForm":["Arbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Campo rupestre","Carrasco"]}	
1470		
1471	{"lifeForm":["Arbusto","Subarbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Vegetação Sobre Afloramentos Rochosos"]}	
1472	{"lifeForm":["Subarbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Vegetação Sobre Afloramentos Rochosos"]}	
1473	{"lifeForm":["Subarbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Vegetação Sobre Afloramentos Rochosos"]}	
1474	{"lifeForm":["Subarbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Vegetação Sobre Afloramentos Rochosos"]}	
1475	{"lifeForm":["Arbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Vegetação Sobre Afloramentos Rochosos"]}	
1476	{"habitat":["Rupícola"],"vegetationType":["Floresta Estacional Semidecidual","Vegetação Sobre Afloramentos Rochosos"]}	
1477		
1479	{"lifeForm":["Arbusto","Árvore"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Caatinga (stricto sensu)","Carrasco","Floresta Estacional Semidecidual","Vegetação Sobre Afloramentos Rochosos"]}	
1480	{"lifeForm":["Arbusto","Subarbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Vegetação Sobre Afloramentos Rochosos"]}	
1481	{"lifeForm":["Arbusto","Subarbusto"],"habitat":["Rupícola"],"vegetationType":["Vegetação Sobre Afloramentos Rochosos"]}	
1482		
1483	{"lifeForm":["Erva","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Caatinga (stricto sensu)","Campo rupestre","Carrasco"]}	
1484		
1485	{"lifeForm":["Erva","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Carrasco","Cerrado (lato sensu)","Floresta Estacional Semidecidual","Vegetação Sobre Afloramentos Rochosos"]}	
1486		
1488	{"lifeForm":["Erva","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Campo rupestre"]}	
1489		
1490		
1491		
1492	{"lifeForm":["Erva","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Campo rupestre"]}	
1493	{"lifeForm":["Erva","Suculenta"],"habitat":["Terrícola"],"vegetationType":["Campo rupestre"]}	
1494		
1495		
1496	{"lifeForm":["Erva","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Campo rupestre","Carrasco","Vegetação Sobre Afloramentos Rochosos"]}	
1497	{"lifeForm":["Erva","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Caatinga (stricto sensu)","Campo rupestre"]}	
1498	{"lifeForm":["Erva","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Campo rupestre","Vegetação Sobre Afloramentos Rochosos"]}	
1499		
1500		
1501		
1502		
1503		
1504		
1505		
1506		
1507		
1508		
1509		
1510		
1511	{"lifeForm":["Erva","Suculenta"],"habitat":["Epífita"],"vegetationType":["Área Antrópica"]}	
1512	{"lifeForm":["Erva","Subarbusto","Suculenta"],"habitat":["Epífita"],"vegetationType":["Área Antrópica","Campo de Altitude","Campo de Várzea","Floresta Ciliar ou Galeria","Floresta de Terra Firme","Floresta de Várzea","Floresta Estacional Semidecidual","Floresta Ombrófila (= Floresta Pluvial)","Floresta Ombrófila Mista","Manguezal","Palmeiral","Restinga"]}	
1513		
1514		
1515	{"lifeForm":["Arbusto","Árvore","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Caatinga (stricto sensu)","Vegetação Sobre Afloramentos Rochosos"]}	
1516		
1517	{"lifeForm":["Arbusto","Árvore","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Caatinga (stricto sensu)","Carrasco","Vegetação Sobre Afloramentos Rochosos"]}	
1518	{"lifeForm":["Arbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Caatinga (stricto sensu)","Campo rupestre","Carrasco","Vegetação Sobre Afloramentos Rochosos"]}	
1519	{"lifeForm":["Arbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Caatinga (stricto sensu)","Carrasco"]}	
1520	{"lifeForm":["Arbusto","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Caatinga (stricto sensu)","Carrasco","Vegetação Sobre Afloramentos Rochosos"]}	
1521	{"lifeForm":["Arbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Caatinga (stricto sensu)","Carrasco","Vegetação Sobre Afloramentos Rochosos"]}	
1522		
1523	{"lifeForm":["Erva","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Vegetação Sobre Afloramentos Rochosos"]}	
1524	{"lifeForm":["Erva","Suculenta"],"habitat":["Rupícola","Terrícola"],"vegetationType":["Campo Limpo","Vegetação Sobre Afloramentos Rochosos"]}	
1525	{"lifeForm":["Erva","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Vegetação Sobre Afloramentos Rochosos"]}	
1526	{"lifeForm":["Erva"],"habitat":["Rupícola"],"vegetationType":["Vegetação Sobre Afloramentos Rochosos"]}	
1527	{"lifeForm":["Erva"],"habitat":["Rupícola"],"vegetationType":["Vegetação Sobre Afloramentos Rochosos"]}	
1528		
1529	{"lifeForm":["Erva","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Vegetação Sobre Afloramentos Rochosos"]}	
1530	{"lifeForm":["Erva"],"habitat":["Rupícola"],"vegetationType":["Vegetação Sobre Afloramentos Rochosos"]}	
1531	{"lifeForm":["Erva","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Vegetação Sobre Afloramentos Rochosos"]}	
1532		
1533	{"lifeForm":["Erva","Subarbusto","Suculenta"],"habitat":["Rupícola"],"vegetationType":["Campo Limpo","Vegetação Sobre Afloramentos Rochosos"]}	
1535		
1536		
1537		
1538		
1539		
1540	{"lifeForm":["Arbusto","Suculenta"],"habitat":["Terrícola"],"vegetationType":["Caatinga (stricto sensu)","Carrasco"]}	
1541	{"lifeForm":["Arbusto","Liana/volúvel/trepadeira","Suculenta"],"habitat":["Terrícola"],"vegetationType":["Floresta Estacional Semidecidual","Vegetação Sobre Afloramentos Rochosos"]}	
1542		
1543	{"lifeForm":["Erva"],"habitat":["Epífita"],"vegetationType":["Campo de Altitude","Floresta Ombrófila Mista"]}	
1544	{"lifeForm":["Erva"],"habitat":["Epífita"],"vegetationType":["Floresta Ombrófila Mista"]}	
